"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
wai_12,wai_c,,radio,"אני מאמין/ה שהדרך בה אנו עובדים על הבעיות שלי היא נכונה","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai,,
therapy_child,ending_child,,radio,"האם בתקופה הנוכחית אתה נמצא בטיפול פסיכולוגי ו/או מקבל טיפול תרופתי אנטי-דיכאוני או פסיכיאטרי אחר","1, כן | 2, לא",,,,,,,,,,,,
ending_child,ending_child,,text,"האם יש משהו שתרצה/י להוסיף?",,,,,,,,,,,,,
who_fills_out_m,opening_parents_m,,radio,"ממלא/ת השאלון
(סמן את התשובה הנכונה לגביך)","1, אימא | 2, אבא | 3, אחר",,,,,,,y,,1,,,
who_fills_out_2_m,opening_parents_m,,text,"<div class=""rich-text-field-label""><p style=""text-align: right;"">אם ציינת ""אחר"" בשאלה הקודמת אנא פרט/י</p></div>",,,,,,,"[who_fills_out_m] = '3'",,,2,,,
birth_d,opening_parents_m,,text,"<div class=""rich-text-field-label""><p style=""text-align: right;""> ?מה גיל הילד/ה שלך</p></div>",,,number,0,99,,,,,,,,
parents_who_m,demographic_parents_m,,radio,"מי ממלא השאלון","1, אימא | 2, אבא | 3, אחר",,,,,,,y,,1,,,
parent_who_other_m,demographic_parents_m,,text,"נא פרט/י",,,,,,,"[parents_who_m] = '3'",y,,,,,
parents_age_m,demographic_parents_m,,text,"מהו גילך?",,,number,0,99,y,,y,,2,,,
parents_born_m,demographic_parents_m,,radio,"האם נולדת בישראל?","1, כן | 2, לא",,,,,,,y,,3,,,
parents_born_2_m,demographic_parents_m,,text,"אם לא, היכן נולדת?",,,,,,,"[parents_born_m] = '2'",y,,4,,,
born_child_m,demographic_parents_m,,radio,"האם ילדך נולדו בארץ?","1, כן | 2, לא",,,,,,,y,,5,,,
born_child_2_m,demographic_parents_m,,text,"אם לא- היכן הוא/היא נולדו?",,,,,,,"[born_child_m] = '2'",y,,6,,,
parent_religion_m,demographic_parents_m,,radio,"כיצד היית מגדיר/ה את עצמך מבחינה דתית?","1, חילוני | 2, מסורתי | 3, דתי | 4, חרדי | 5, אחר",,,,,,,y,,,,,
parent_religion_other_m,demographic_parents_m,,text,"נא פרט/י",,,,,,,"[parent_religion_m] = '5'",y,,,,,
parents_economy_m,demographic_parents_m,,radio,"מהו לדעתך המצב הכלכלי של משפחתך?","1, טוב מאוד | 2, טוב | 3, ממוצע | 4, לא כ""כ טוב | 5, בכלל לא טוב",,,,,,,y,,7,,,
parents_education_m,demographic_parents_m,,radio,"מהי דרגת ההשכלה שלך?","1, יסודית | 2, תיכונית | 3, מקצועית / תעודה | 4, תואר ראשון | 5, תואר שני | 6, תואר שלישי | 7, אחר",,,,,,,y,,8,,,
parents_education_other_m,demographic_parents_m,,text,אחר:,,,,,,,"[parents_education_m] = '7'",y,,9,,,
parents_work_m,demographic_parents_m,,radio,"מהו מצבך התעסוקתי?","1, שכיר/ה | 2, עצמאי/ת | 3, לא עובד/ת",,,,,,,y,,10,,,
paresnts_work_2_m,demographic_parents_m,,text,"מה המקצוע שלך",,,,,,,"[parents_work_m] = '1' or [parents_work_m] = '2'",y,,11,,,
together_live_m,demographic_parents_m,,radio,"האם הורי הילד מתגוררים יחד?","1, כן | 2, לא",,,,,,,y,,12,,,
with_who_m,demographic_parents_m,,checkbox,"עם מי ילדך מתגורר בבית העיקרי שלו 
(הבית בו הוא מתגורר רוב הזמן)","1, אימא | 2, אבא | 3, בן/בת זוג של אימא | 4, בן/בת זוג של אבא | 5, אחים/אחיות | 6, סבא/סבתא | 7, אחר","ניתן לסמן יותר מתשובה אחת",,,,,,y,,13,,,
with_who_other_m,demographic_parents_m,,text,"נא פרט/י",,,,,,,"[with_who_m(7)] = '1'",y,,14,,,
sdq_1_p_m,sdq_parents_m,"בשאלות הבאות נבקש ממך להתייחס להתנהגות הילד/ה שלך בשבועיים האחרונים

""בכל פריט, סמן/י את התשובה המתאימה ביותר: ""לא נכון"", ""נכון חלקית"" או ""נכון

חשוב שתענה על כל הפריטים גם אם אינך בטוח/ה בתשובה או שהשאלה לא נראית מתאימה לילדך.

שים/י לב: השאלות הבאות מתייחסות לילד שלך ולא אליך



השאלון מנוסח בלשון זכר אך פונה לשני המינים",radio,"<div class=""rich-text-field-label""><p>מתחשב ברגשותיהם של אחרים</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_2_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p>חסר מנוחה, פעיל/ה מידי, אינו/ה יכול/ה לשבת בשקט</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_3_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">מתלונן לעיתים קרובות על כאבי ראש, כאבי בטן או הרגשה לא טובה</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_4_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">בדרך כלל מתחלק עם אחרים (למשל בממתקים, צעצועים עפרונות)</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_5_p_m,sdq_parents_m,,radio,"יש לו לעיתים קרובות התקפי זעם","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_6_p_m,sdq_parents_m,,radio,"נוטה להתבודד , לשחק לבד","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_7_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">בדר""כ צייתן, עושה מה שהמבוגרים מבקשים ממנו</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_8_p_m,sdq_parents_m,,radio,"דאגן , לעיתים קרובות נראה מודאג","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_9_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">עוזר כאשר מישהו מצוברח, נפגע או לא מרגיש טוב</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_10_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">לא מפסיק להתנועע, יושב ""על קוצים""</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_11_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">יש לו לפחות חבר טוב אחד</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_12_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">רב לעיתים קרובות עם ילדים אחרים או מתנהג בבריונות</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_13_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">לעיתים קרובות מצוברח, בוכה או אינו מאושר</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_14_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">בדרך כלל אהוב על ילדים אחרים</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_15_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">קל להסיח את דעתו, קשה לו להתרכז</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_16_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">במצבים חדשים נצמד למבוגר, מאבד בטחון עצמי בקלות</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_17_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">נחמד לילדים קטנים ממנו</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_18_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">משקר או מרמה לעיתים קרובות</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_19_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">ילדים אחרים מציקים לו או מתנהגים כלפיו בבריונות</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_20_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">מתנדב לעזור לאחרים לעיתים קרובות (חברים, מורים, הורים)</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_21_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">חושב לפני שפועל</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_22_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">גונב מבי""ס , מהבית או ממקומות אחרים</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_23_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">מסתדר יותר טוב עם מבוגרים מאשר עם ילדים</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_24_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">יש לו הרבה פחדים , קל להפחיד אותו</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_25_p_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">מסיים משימות, יש לו יכולת ריכוז טובה</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_26_p_m,sdq_parents_m,,radio,"באופן כללי האם את/ה חושב/ת שלילד/ה שלך יש קשיים באחד או יותר מהתחומים הבאים:
רגשות, ריכוז, התנהגות או היכולת להסתדר עם אנשים אחרים?","1, לא | 2, כן, קשיים קלים | 3, כן, קשיים ממשיים | 4, כן, קשיים חמורים",,,,,,,y,,,,,
sdq_27_parents_m,sdq_parents_m,,radio,"כמה זמן קשיים אלו נמשכים?","1, פחות מחודש | 2, 1-5 חודשים | 3, 6-12 חודשים | 4, למעלה משנה",,,,,,"[sdq_26_p_m]= '2' or [sdq_26_p_m]= '3' or [sdq_26_p_m]= '4'",y,,,,,
sdq_28_parents_m,sdq_parents_m,,radio,"האם קשיים אלה מציקים או מלחיצים את הילד/ה?","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_p_m]= '2' or [sdq_26_p_m]= '3' or [sdq_26_p_m]= '4'",y,,,,,
sdq_29_family,sdq_parents_m,"<div class=""rich-text-field-label""><p style=""text-align: right;"">האם קשיים אלה משפיעים על תפקודו של הילד ביומיום בתחומים הבאים:</p></div>",radio,"<div class=""rich-text-field-label""><p>המשפחה</p></div>","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_p_m]= '2' or [sdq_26_p_m]= '3' or [sdq_26_p_m]= '4'",y,,,,,
sdq_29_friend,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p>חברים</p></div>","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_p_m]= '2' or [sdq_26_p_m]= '3' or [sdq_26_p_m]= '4'",y,,,,,
sdq_29_school,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p>לימודים בבית הספר</p></div>","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_p_m]= '2' or [sdq_26_p_m]= '3' or [sdq_26_p_m]= '4'",y,,,,,
sdq_29_hobbies,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p>פעילויות פנאי</p></div>","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_p_m]= '2' or [sdq_26_p_m]= '3' or [sdq_26_p_m]= '4'",y,,,,,
sdq_30_parents_m,sdq_parents_m,,radio,"<div class=""rich-text-field-label""><p>האם הקשיים מכבידים עליך או על המשפחה כולה?</p></div>","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_p_m]= '2' or [sdq_26_p_m]= '3' or [sdq_26_p_m]= '4'",y,,33,,,
asq_1_m,asq_parent_m_5de6,,radio,"<div class=""rich-text-field-label""><p>האם בנך/ בתך ביטאו רצון למות או ללכת לישון מבלי להתעורר</p></div>","0, לא | 1, כן",,,,,,,y,,,,,
asq_2_m,asq_parent_m_5de6,,radio,"<div class=""rich-text-field-label""><p>אמר/ה שהוא/היא רוצה להרוג את עצמו/ה?</p></div>","0, לא | 1, כן",,,,,,,,,,,,
asq_3_m,asq_parent_m_5de6,,radio,"<div class=""rich-text-field-label""><p>איים/ה להתאבד?</p></div>","1, כן | 0, לא",,,,,,,,,,,,
asq_4_m,asq_parent_m_5de6,,radio,"<div class=""rich-text-field-label""><p>האם ילדך אי פעם ניסה לפגוע או להרוג את עצמו?</p></div>","1, כן | 0, לא",,,,,,,y,,,,,
asq_5_nssi_m,asq_parent_m_5de6,,radio,"-האם אי פעם  הוא פגע בעצמך בכוונה לא כדי למות אלא מסיבות אחרות?
למשל לגרום לעצמך להרגיש טוב יותר, או לגרום למשהו אחר לקרות)","1, כן | 0, לא",,,,,,,,,,,,
sci_p_1_m,scip_m,"לכל פריט בבקשה סמן את המספר המתאים ביותר לאופן המתאר את ילדך ביומיים האחרונים,
כשהיה נראה במצב הכי גרוע.
בבקשה עקוב אחר הסקאלה הבאה:
0- כלל לא
1- לעיתים רחוקות
2- לעיתים
3- לעיתים קרובות
4- כל הזמן",radio,"ילדך מציג בעיה שהוא תופס כבלתי נסבלת ובלתי פתירה (מצב שמתואר כחסר מפלט או את עצמם כ""לא יכולים להמשיך ככה יותר"")","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_m,,
sci_p_2_m,scip_m,,radio,"חווה כאבים רגשיים","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_m,,
sci_p_3_m,scip_m,,radio,"חווה שינויים קיצוניים במצב רוח או עליה חדה ברגשות שליליים","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_m,,
sci_p_4_m,scip_m,,radio,"חווה חרדה משמעותית (כמו התקף חרדה) שמלווה באי-נוחות","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_m,,
sci_p_5_m,scip_m,,radio,"עליה או חידוש באי-יכולות לחוות ענין או הנאה או לדמיין שיהיה ענין או הנאה מחוויה עתידית שבעבר נהג להנות ממנה","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_m,,
sci_p_6_m,scip_m,,radio,"עיסוק תמידי או אינטנסיבי במצוקה שחווה ובאירועי החיים שהובילו למצוקה","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_m,,
