"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
moas_3_m,moas_m,,radio,"כמה פעמים ילדך צעק/ה בכעס, קילל/ה או העליב/ה אנשים באופן חזרתי שיצא מכלל שליטה, במהלך אפיזודות שנמשכו יותר מ-5 דקות?","0, 0-1 פעמים | 1, 2-4 פעמים | 2, 5 פעמים או יותר",,,,,,,,,,moas_1_m,,
moas_4_m,moas_m,,radio,"כמה פעמים ילדך איים/ה לפגוע במישהו?","0, 0-1 פעמים | 1, 2-4 פעמים | 2, 5 פעמים או יותר",,,,,,,,,,moas_1_m,,
moas_5_m,moas_m,,text,"תקריות מילוליות אחרות (אנא תארו)",,,,,,,,,,,,,
moas_6_m,moas_m,"תקריות עם אחרים",radio,"כמה פעמים ילדך התנהג/ה כאילו הוא/היא עומד/ת לפגוע במישהו, או שהניף/ה את היד כלפי מישהו, בלי באמת לפגוע באחר?","0, כלל לא | 1, 1-2 פעמים | 2, 3-4 פעמים | 3, 5 פעמים או יותר",,,,,,,,,,moas_2_m,,
moas_7_m,moas_m,,radio,"כמה פעמים ילדך פגע/ה במישהו בעזרת היד או בעזרת חפץ, בעט/ה, דחף/ה, שרט/ה או משכ/ה בשיער, מבלי לגרום לפציעה ממשית?","0, כלל לא | 1, 1-2 פעמים | 2, 3-4 פעמים | 3, 5 פעמים או יותר",,,,,,,,,,moas_2_m,,
moas_8_m,moas_m,,radio,"כמה פעמים ילדך עשה/תה איזה מן הדברים בפריט השני, וגרמ/ה לפציעה קלה (חבלות, נקעים, פצעים וכו׳)?","0, כלל לא | 1, 1-2 פעמים | 2, 3-4 פעמים | 3, 5 פעמים או יותר",,,,,,,,,,moas_2_m,,
moas_9_m,moas_m,,radio,"כמה פעמים ילדך עשה/תה איזה מן הדברים בפריט השני, וגרמ/ה לפציעה רצינית (שברים, אובדן שן, אובדן הכרה וכו׳)?","0, כלל לא | 1, 1-2 פעמים | 2, 3-4 פעמים | 3, 5 פעמים או יותר",,,,,,,,,,moas_2_m,,
moas_10_m,moas_m,,text,"תקריות אחרות כלפי אחרים (אנא תארו)",,,,,,,,,,,,,
moas_11_m,moas_m,"תקריות המערבות רכוש",radio,"כמה פעמים ילדך טרק/ה דלת או ארון, קרע/ה ביגוד, או העיף/ה משהו מתוך כעס?","0, כלל לא | 1, 1-2 פעמים | 2, 3-4 פעמים | 3, 5 פעמים או יותר",,,,,,,,,,moas_3_m,,
moas_12_m,moas_m,,radio,"כמה פעמים ילדך זרק/ה דברים, בעט/ה בריהוט או השתמש/ה בדברים בצורה לא ראויה מתוך כעס, אבל לא שבר/ה אותם?","0, כלל לא | 1, 1-2 פעמים | 2, 3-4 פעמים | 3, 5 פעמים או יותר",,,,,,,,,,moas_3_m,,
moas_13_m,moas_m,,radio,"כמה פעמים ילדך שבר/ה דברים, ניפץ/ה חלונות או פגע/ה או השחית/ה רכוש בכוונה?","0, כלל לא | 1, 1-2 פעמים | 2, 3-4 פעמים | 3, 5 פעמים או יותר",,,,,,,,,,moas_3_m,,
moas_14_m,moas_m,,radio,"כמה פעמים ילדך הצית/ה שריפה או זרק/ה דברים על אנשים בכוונה לפגוע בהם?","0, כלל לא | 1, 1-2 פעמים | 2, 3-4 פעמים | 3, 5 פעמים או יותר",,,,,,,,,,moas_3_m,,
moas_15_m,moas_m,,text,"תקריות אחרות המערבות רכוש (אנא תארו)",,,,,,,,,,,,,
moas_16_m,moas_m,"תקריות המכוונות כלפי העצמי",radio,"כמה פעמים ילדך שרט/ה את העור, תלש/ה שיערות או פגע/ה בעצמו/ה בזמן שהיה/תה מצוברח/ת או כעוס/ה?","0, כלל לא | 1, 1-2 פעמים | 2, 3-4 פעמים | 3, 5 פעמים או יותר",,,,,,,,,,moas_4_m,,
moas_17_m,moas_m,,radio,"כמה פעמים ילדך הטיח/ה את ראשו/ה, פגעה באגרופים בקיר או זרק/ה את עצמו/ה על הרצפה?","0, כלל לא | 1, 1-2 פעמים | 2, 3-4 פעמים | 3, 5 פעמים או יותר",,,,,,,,,,moas_4_m,,
moas_18_m,moas_m,,radio,"כמה פעמים ילדך חתך/ה, חיבל/ה או שרף/ה את עצמו/ה בכוונה?","0, כלל לא | 1, 1-2 פעמים | 2, 3-4 פעמים | 3, 5 פעמים או יותר",,,,,,,,,,moas_4_m,,
moas_19_m,moas_m,,radio,"כמה פעמים ילדך פצע/ה את עצמו/ה בצורה חמורה, או ניסה/תה להרוג את עצמו/ה?","0, כלל לא | 1, 1-2 פעמים | 2, 3-4 פעמים | 3, 5 פעמים או יותר",,,,,,,,,,moas_4_m,,
moas_20_m,moas_m,,text,"תקריות אחרות בהן ילדך התנהג/ה באופן פוגעני כלפי עצמו/ה (אנא תארו)",,,,,,,,,,,,,
ps_demograph_1_m,opening_ps_m,"משתתפ.ת יקר/ה
בחלק זה של המחקר הנך מוזמן/ת להשתתף בפרויקט מחקר אשר עוסק בהתמודדות של ההורים כאשר בנם/בתם חווים דיכאון או משבר אובדני. 
אם תחליט/י להשתתף במחקר, תתבקש/י לענות על מספר שאלונים נוספים אשר מתייחסים להתמודדות שלכם כהורים לילד.ה החווה מחשבות אובדניות ו/או התנהגות אובדנית.
השתתפותך במחקר הינה על בסיס התנדבותית וזכותך לשנות את דעתך בכל עת ולהפסיק את ההשתתפות ללא צורך בהסבר, וללא תוצאות שליליות עבורך או כל השלכה.
בבקשה וודאו כי פיניתם את הזמן הדרוש, וכי באפשרותכם להקדיש את תשומת הלב הנדרשת.
לחיצה על המשך מהווה הסכמתכם להשתתפות במחקר.
תודה רבה על שיתוף הפעולה",text,"מס' הילדים שלך",,,number,0,99,,,,,,,,
ps_demograph_2_m,opening_ps_m,,text,"מהו טווח הגילאים של כל הילדים המתגוררים בביתך (נא לציין את כל הגילאים)",,,,,,,,,,,,,
ps_demograph_3_m,opening_ps_m,,radio,"מה המין של הילד.ה שלך?","1, זכר | 2, נקבה | 3, אחר",,,,,,,,,,,,
ps_demograph_4_m,opening_ps_m,,text,"מיקום הילד המטופל בסדר הלידה של כל ילדייך",,,,,,,,,,,,,
ps_demograph_5_m,opening_ps_m,,radio,"האם ילדך אובחן באבחנה פסיכיאטרית בעבר?","0, לא | 1, כן",,,,,,,,,,,,
ps_demograph_5_1_m,opening_ps_m,,text,"אם כן- איזו אבחנה?",,,,,,,"[ps_demograph_5_m] = '1'",,,,,,
ps_demograph_6_m,opening_ps_m,,radio,"האם ילדך קיבל טיפול רגשי בעבר?","0, לא | 1, כן",,,,,,,,,,,,
ps_demograph_7_m,opening_ps_m,,radio,"האם בנך/ בתך אושפזו בעבר במחלקה פסיכיאטרית?","0, לא | 1, כן",,,,,,,,,,,,
ps_demograph_8_m,opening_ps_m,,radio,"מהי הדת שלך?","1, יהודי.ה | 2, מוסלמי.ת | 3, נוצרי.ת | 4, אחר",,,,,,,,,,,,
ps_demograph_9_m,opening_ps_m,,radio,"מצבך המשפחתי","1, רווק.ה | 2, נשוא.ה | 3, גרוש.ה | 4, פרוד.ה | 5, אלמנ.ה | 6, ידוע.ה בציבור",,,,,,,,,,,,
ps_demograph_10_m,opening_ps_m,,radio,"מי המטפל.ת העיקרי בילד.ה?","1, אני | 2, בן/בת זוגתי",,,,,,,,,,,,
ps_demograph_11_m,opening_ps_m,,radio,"האם היית מטופל.ת בטיפול פסיכולוגי בעבר?","0, לא | 1, כן",,,,,,,,,,,,
ps_demograph_11_1_m,opening_ps_m,,text,"סיבת הטיפול",,,,,,,"[ps_demograph_11_m] = '1'",,,,,,
ps_demograph_12_m,opening_ps_m,,radio,"האם את.ה נוטל.ת או נטל.ת בעבר תרופות פסיכיאטריות?","0, לא | 1, כן",,,,,,,,,,,,
ps_demograph_13_m,opening_ps_m,,radio,"האם היית מאושפז.ת במחלקה פסיכיאטרית בעבר?","0, לא | 1, כן",,,,,,,,,,,,
ps_demograph_13_1_m,opening_ps_m,,text,"סיבת האשפוז",,,,,,,"[ps_demograph_13_m] = '1'",,,,,,
dass_1_m,dass_m," אנא קרא/י כל אמירה וסמן את התיבה שמתאימה לך ביותר, תוך התייחסות
לתחושות שלך בשבוע האחרון. 
שים/י לב : השאלות הבאות מתייחסות לתחושות שלך (ולא של לילדך)",radio,"דברים פשוטים הרסו לי את מצב הרוח","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_2_m,dass_m,,radio,"הרגשתי יובש בפה","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_3_m,dass_m,,radio,"לא הצלחתי לחוש שום דבר חיובי לגבי שום דבר","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_4_m,dass_m,,radio,"חוויתי קשיי נשימה","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_5_m,dass_m,,radio,"לא הצלחתי לדרבן את עצמי לעשות דברים","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_6_m,dass_m,,radio,"הגבתי בצורה מוגזמת לדברים","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_7_m,dass_m,,radio,"חוויתי רעידות בכל הגוף","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_8_m,dass_m,,radio,"התקשיתי להירגע","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_9_m,dass_m,,radio,"הייתי במצבים שבהם הרגשתי חרדה כה גדולה שהוקל לי מאוד כשהם נגמרו","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_10_m,dass_m,,radio,"הרגשתי שאין לי למה לצפות","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_11_m,dass_m,,radio,"שמתי לב שאני מתעצבן/ת בקלות","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_12_m,dass_m,,radio,"הרגשתי שהוצאתי הרבה אנרגיה על עצבים","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_13_m,dass_m,,radio,"הרגשתי עצוב/ה","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_14_m,dass_m,,radio,"הייתי חסר/ת סבלנות בכל פעם שנתקלתי בעיכוב כלשהו","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_15_m,dass_m,,radio,"היו רגעים שבהם הרגשתי על סף עילפון","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_16_m,dass_m,,radio,"הרגשתי שאיבדתי עניין בכמעט כל דבר סביבי","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_17_m,dass_m,,radio,"הרגשתי שאני לא שווה הרבה","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_18_m,dass_m,,radio,"הייתי די רגיש","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_19_m,dass_m,,radio,"הזעתי בצורה ניכרת ללא שום קשר למאמץ גופני","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_20_m,dass_m,,radio,"הרגשתי פחד ללא שום סיבה נראית לעין","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_21_m,dass_m,,radio,"הרגשתי שהחיים לא שווים הרבה","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
psss_1_m,parental_selfstigma_scale_m,"ברגע זה, באיזו תדירות יש לך את המחשבות הבאות ביחס להורות לילד שלך?",radio,"לילד שלי יש את הבעיה שלו.ה בגללי","1, 1-אף פעם | 2, 2 | 3, 3 | 4, 4 | 5, 5-כמעט כל הזמן",,,,,,,,,,psss_m,,
psss_2_m,parental_selfstigma_scale_m,,radio,"האופן בו גידלתי את הילד.ה שלי תרם לבעיה שלו.ה","1, 1-אף פעם | 2, 2 | 3, 3 | 4, 4 | 5, 5-כמעט כל הזמן",,,,,,,,,,psss_m,,
psss_3_m,parental_selfstigma_scale_m,,radio,"אני נבוכ.ה שלילד.ה שלי יש את הבעיה שלו.ה","1, 1-אף פעם | 2, 2 | 3, 3 | 4, 4 | 5, 5-כמעט כל הזמן",,,,,,,,,,psss_m,,
psss_4_m,parental_selfstigma_scale_m,,radio,"אני הורה טוב.ה, לא משנה מה אחרים אומרים","1, 1-אף פעם | 2, 2 | 3, 3 | 4, 4 | 5, 5-כמעט כל הזמן",,,,,,,,,,psss_m,,
psss_5_m,parental_selfstigma_scale_m,,radio,"אני מרגיש.ה אשמה שלילד.ה שלי יש את הבעיה שלו.ה","1, 1-אף פעם | 2, 2 | 3, 3 | 4, 4 | 5, 5-כמעט כל הזמן",,,,,,,,,,psss_m,,
psss_6_m,parental_selfstigma_scale_m,,radio,"אני מודעת לכך שאני הורה לילד.ה עם בעיות","1, 1-אף פעם | 2, 2 | 3, 3 | 4, 4 | 5, 5-כמעט כל הזמן",,,,,,,,,,psss_m,,
psss_7_m,parental_selfstigma_scale_m,,radio,"מגיע לי שיאשימו אותי בבעיה של הילד.ה שלי","1, 1-אף פעם | 2, 2 | 3, 3 | 4, 4 | 5, 5-כמעט כל הזמן",,,,,,,,,,psss_m,,
psss_8_m,parental_selfstigma_scale_m,,radio,"אני ההורה הכי טוב.ה שאני יכול.ה להיות","1, 1-אף פעם | 2, 2 | 3, 3 | 4, 4 | 5, 5-כמעט כל הזמן",,,,,,,,,,psss_m,,
psss_9_m,parental_selfstigma_scale_m,,radio,"זו לא אשמתי שלילד.ה שלי יש את הבעיה שלו.ה","1, 1-אף פעם | 2, 2 | 3, 3 | 4, 4 | 5, 5-כמעט כל הזמן",,,,,,,,,,psss_m,,
psss_10_m,parental_selfstigma_scale_m,,radio,"אני לא הורה טוב.ה מספיק","1, 1-אף פעם | 2, 2 | 3, 3 | 4, 4 | 5, 5-כמעט כל הזמן",,,,,,,,,,psss_m,,
psss_11_m,parental_selfstigma_scale_m,,radio,"אני מתבייש.ת שלילד.ה שלי יש את הבעיה שלו.ה","1, 1-אף פעם | 2, 2 | 3, 3 | 4, 4 | 5, 5-כמעט כל הזמן",,,,,,,,,,psss_m,,
pes_1_m,parental_selfefficacy_m,"עד כמה את.ה בטוח.ה שאת.ה יכול.ה.....",radio,"לשאול את הילד.ה שלך לגבי המצב רוח שלו/שלה?","0, 0-כלל לא בטוח.ה | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5-בטוח.ה במקצת | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10-בטוח.ה לחלוטין",,,,,,,,,,pes_m,,
pes_2_m,parental_selfefficacy_m,,radio,"לשאול את הילד.ה שלך אם יש לו.ה מחשבות על התאבדות?","0, 0-כלל לא בטוח.ה | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5-בטוח.ה במקצת | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10-בטוח.ה לחלוטין",,,,,,,,,,pes_m,,
pes_3_m,parental_selfefficacy_m,,radio,"להגיב באופן שיעזור לו.ה אם הוא/היא ישתף.תשתף אותך במחשבות על התאבדות?","0, 0-כלל לא בטוח.ה | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5-בטוח.ה במקצת | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10-בטוח.ה לחלוטין",,,,,,,,,,pes_m,,
pes_4_m,parental_selfefficacy_m,,radio,"לזהות סימנים מקדימים או סימני אזהרה להתאבדות אצל הילד.ה שלך?","0, 0-כלל לא בטוח.ה | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5-בטוח.ה במקצת | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10-בטוח.ה לחלוטין",,,,,,,,,,pes_m,,
pes_5_m,parental_selfefficacy_m,,radio,"לקבל התחייבות מהילד.ה שלך שלא ינסה/תנסה להתאבד?","0, 0-כלל לא בטוח.ה | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5-בטוח.ה במקצת | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10-בטוח.ה לחלוטין",,,,,,,,,,pes_m,,
pes_6_m,parental_selfefficacy_m,,radio,"לעבוד עם הילד.ה שלך על תכנית למען בטחונו.ה?","0, 0-כלל לא בטוח.ה | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5-בטוח.ה במקצת | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10-בטוח.ה לחלוטין",,,,,,,,,,pes_m,,
pes_7_m,parental_selfefficacy_m,,radio,"לסייע לילד.ה שלך לגשת לשירותים טיפוליים עבור הקשיים שלו.ה?","0, 0-כלל לא בטוח.ה | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5-בטוח.ה במקצת | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10-בטוח.ה לחלוטין",,,,,,,,,,pes_m,,
pes_8_m,parental_selfefficacy_m,,radio,"לעודד את הילד.ה שלך להתמודד עם הקשיים שלו.ה בדרכים שעזרו לו.ה בעבר?","0, 0-כלל לא בטוח.ה | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5-בטוח.ה במקצת | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10-בטוח.ה לחלוטין",,,,,,,,,,pes_m,,
pes_9_m,parental_selfefficacy_m,,radio,"להציע תמיכה רגשית לילד.ה שלך (להקשיב לו.ה, לומר לו.ה שהוא חשוב לך, לתת לו.ה חיבוק)?","0, 0-כלל לא בטוח.ה | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5-בטוח.ה במקצת | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10-בטוח.ה לחלוטין",,,,,,,,,,pes_m,,
pes_10_m,parental_selfefficacy_m,,radio,"אם לילד.ה שלך יש מחשבות להרוג את עצמו.ה בעתיד, כמה את.ה בטוח.ה שהוא/היא יספר/תספר לך?","0, 0-כלל לא בטוח.ה | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5-בטוח.ה במקצת | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10-בטוח.ה לחלוטין",,,,,,,,,,pes_m,,
